Etiq-Strain+Automat+CG+y
AB073912=swJ570. 3b.JPN.Tochigi.pig(*).CG.2000
JQ807492=WS35-10. 3jab.DEU.MV,Ddh.wb.FLI.2010
WS9-FLI.feb07.K.HVR.349nt=Riems. 3i.DEU.MV,Riems.wb.FLI.2012
WS9-FLI.feb07.K.RdRp.280nt=Riems. 3i.DEU.MV,Riems.wb.FLI.2012
AB290313=swMN06-C1056. 3ef.MNG.pig.CG
EU723514=SWP6. 3f.ESP.pig.CG.2006
EU723515=SWP7. 3f.ESP.pig.CG.2006
EU723516=SWP8. 3f.ESP.pig.CG.2006
KJ507955=swSTHY12-VAS19/2003/CA. 3a.CAN.pig.CG.2003
KJ507956=swSTHY42-VAS49/2003/CA. 3b.CAN.pig.CG.2003
EU360977=swX07-E1. 3f.SWE.pig.CG
AJ272108=T1. 4d.CHN.Beijing.hum(*).CG
AY204877=T3. 1e.TCD.hum(*).CG.1983
EU375463=Thai-swHEV07. 3f.THA.pig.CG.2006
AF051830=TK15/92. 1a.NPL.Kathmandu.mac(*).CG.1992
KC166967=TLS09. 3f.FRA.Toulouse.hum.CG.2004
EU495148=TLS25. 3f.FRA.hum.CG
JN398371=TR02. 3e.FRA.Toulouse.hum.2006
JQ013795=TR02. 3e.FRA.hum.CG.2006
JN398370=TR09. 3f.FRA.Toulouse.hum.2005
KC911918=TR11. 3f.FRA.Toulouse.hum.2005
KC911903=TR12. 3f.FRA.Toulouse.hum.2006
KC912098=TR13. 3f.FRA.Toulouse.hum
KC912078=TR14. 3f.FRA.Toulouse.hum
KC912058=TR15. 3f.FRA.Toulouse.hum
KC911878=TR18. 3f.FRA.Toulouse.hum.2007
JN398372=TR19. 3h.FRA.Toulouse.hum.2009
JQ013794=TR19. 3h.FRA.hum.CG.2007
KC911938=TR21. 3f.FRA.Toulouse.hum.2006
KC912038=TR23. 3h.FRA.Toulouse.hum
KC911978=TR25. 3f.FRA.Toulouse.hum
KC911998=TR3. 3f.FRA.Toulouse.hum
KC912018=TR4. 3f.FRA.Toulouse.hum
KC911858=TR6. 3f.FRA.Toulouse.hum.2006
JQ863406=8271_10. 3c.DEU.HE.hum.HDZNRW.2011
JQ863407=0123_9. 3c.DEU.HE.hum.UBMC.2011
JQ863408=3039_2. 3c.DEU.HE.hum.UBMC.2011
JQ863409=3993_1. 3e.DEU.NRW.hum.UBMC.2011
JQ863410=5977_6. 3c.DEU.NRW.hum.UBMC.2011
JQ863411=6025_7. 3c.DEU.HE.hum.UBMC.2011
JQ863412=5288_8. 3a.DEU.NRW.hum.UBMC.2011
JQ863413=4163_5. 3c.DEU.HE.hum.UBMC.2011
JQ863414=6207_11. 3c.DEU.NRW.hum.UBMC.2011
JQ863415=4046_3. 3c.DEU.NRW.hum.UBMC.2011
JQ863416=3306_4. 3c.DEU.NRW.hum.UBMC.2011
JQ863417=4423_12. 3c.DEU.LS.hum.UBMC.2011
JQ863418=9467_13. 3c.DEU.HE.hum.UBMC.2011
KC912118=TR7. 3f.FRA.Toulouse.hum
KC911958=TR8. 3f.FRA.Toulouse.hum
AB698071=Type III Highland/2000. 3b.JPN.Tsukuba.pig.CG.2000
JQ965993=WS34-10. 3jab.DEU.MV,Ddh.wb.FLI.2010
JQ993308=. .CHN
JX109834=CHN-BJ-R14. Rab.CHN.rabbit.CG
JX110665=20617. 3c.DEU.hum.UBMC.2009
JX110666=21106. 3a.DEU.hum.UBMC.2009
JX110667=21387. 3a.DEU.hum.UBMC.2009
JX120573=Vietnam-105. .VNM.Hanoi.rat
JX121233=CHN-BJ-R14. Rab.CHN.monkey.CG
JX270834=. .GBR
JX270835=. .GBR
JX270836=HEV104_118J. 1.GBR.Scotland.hum.2012
JX270837=. .GBR
JX270838=. .GBR
JX270839=. .GBR
JX270840=HEV104_119J. 1.GBR.Scotland.hum.2012
JX270841=. .GBR
JX270842=. .GBR
JX270843=. .GBR
JX270844=. .GBR
JX270845=. .GBR
JX270846=. .GBR
JX270847=. .GBR
JX270848=. .GBR
JX270849=. .GBR
JX270850=HEV-104-B6j. 1.GBR.Scotland.hum.2012
JX270851=. .GBR
JX270852=. .GBR
JX270853=. .GBR
JX270854=. .GBR
JX270855=. .GBR
JX270856=. .GBR
JX270857=. .GBR
JX270858=. .GBR
JX270859=. .GBR
JX270860=. .GBR
JX270861=. .GBR
JX270862=. .GBR
JX270863=. .GBR
JX270864=. .GBR
JX270865=. .GBR
JX270866=. .GBR
JX270867=. .GBR
JX270868=. .GBR
JX270869=. .GBR
JX270870=HEV-2-B10j. 1.GBR.Scotland.hum.2010
JX270871=. .GBR
JX270872=. .GBR
JX270873=. .GBR
JX270874=. .GBR
JX270875=. .GBR
JX270876=. .GBR
JX270877=. .GBR
JX270878=. .GBR
JX270879=. .GBR
JX270880=. .GBR
JX270881=. .GBR
JX270882=. .GBR
JX270883=. .GBR
JX270884=. .GBR
JX270885=. .GBR
JX270886=. .GBR
JX270887=. .GBR
JX270888=. .GBR
JX270889=. .GBR
JX270890=. .GBR
JX270891=. .GBR
JX270892=. .GBR
JX270893=. .GBR
JX270894=. .GBR
JX270895=. .GBR
JX270896=. .GBR
JX270897=. .GBR
JX270898=. .GBR
JX270899=. .GBR
JX270900=. .GBR
JX270901=. .GBR
JX270902=. .GBR
JX270903=. .GBR
JX270904=. .GBR
JX270905=. .GBR
JX270906=. .GBR
JX270907=. .GBR
JX270908=. .GBR
JX270909=. .GBR
JX270910=. .GBR
JX270911=. .GBR
JX270912=. .GBR
JX270913=. .GBR
JX270914=. .GBR
JX270915=. .GBR
JX270916=. .GBR
JX270917=. .GBR
JX270918=. .GBR
JX270919=. .GBR
JX270920=. .GBR
JX270921=. .GBR
JX270922=. .GBR
JX270923=. .GBR
JX270924=. .GBR
JX270925=. .GBR
JX270926=. .GBR
JX270927=. .GBR
JX270928=. .GBR
JX270929=. .GBR
JX270930=. .GBR
JX270931=. .GBR
JX270932=. .GBR
JX270933=. .GBR
JX270934=. .GBR
JX270935=. .GBR
JX270936=. .GBR
JX270937=. .GBR
JX270938=. .GBR
JX270939=. .GBR
JX270940=. .GBR
JX270941=. .GBR
JX270942=. .GBR
JX270943=. .GBR
JX270944=. .GBR
JX270945=. .GBR
JX270946=. .GBR
JX270947=. .GBR
JX421699=. .GBR
JX486781=. .GBR
JX486782=. .GBR
JX486783=. .GBR
JX486784=. .GBR
JX486785=. .GBR
JX486786=. .GBR
JX486787=. .GBR
JQ522948=U1. 3f.ESP.pig.2005
D11093=Uigh179. 1b.CHN.Uighur.hum(*).CG.1987
JN837481=US-C031008. 3a.USA.hum.CG.2008
JX516004=. .GBR
JX516005=. .GBR
JX516006=. .GBR
JX516007=. .GBR
JX516008=. .GBR
JX516009=. .GBR
JX516010=. .GBR
JX516011=. .GBR
JX516012=. .GBR
JX516013=. .GBR
JX516014=. .GBR
JX516015=. .GBR
JX516016=. .GBR
JX516017=. .GBR
JX516018=. .GBR
JX516019=. .GBR
JX516020=. .GBR
JX516021=. .GBR
JX516022=. .GBR
JX516023=. .GBR
JX516024=. .GBR
JX516025=. .GBR
JX516026=. .GBR
JX516027=. .GBR
JX516028=. .GBR
JX516029=. .GBR
JX516030=. .GBR
JX516031=. .GBR
JX516032=. .GBR
JX516033=. .GBR
JX516034=. .GBR
JX516035=. .GBR
JX516036=. .GBR
JX516037=. .GBR
JX516038=. .GBR
JX516039=. .GBR
JX516040=. .GBR
JX516041=. .GBR
JX516042=. .GBR
JX516043=. .GBR
JX516044=. .GBR
JX516045=. .GBR
JX516046=. .GBR
JX516047=. .GBR
JX516048=. .GBR
JX516049=. .GBR
JX516050=. .GBR
JX516051=. .GBR
JX516052=. .GBR
JX516053=. .GBR
JX565469=CMC-1. Rab.USA.Virginia.rabbit.CG.2010
JX855794=SS19. 4.CHN.pig.CG
JN701453=USfsw-1. 3a.USA.pig.2008
JN701454=USfsw-2. 3a.USA.pig.2008
FN995001=V1007999. 3c.DEU.BY,Reg.hum.UReg
DQ079630=WB011905. 3b.JPN.wb
KF303501=WB1. 3c.DEU.wb.JLUG.2008
KF303499=WB122. 3a.DEU.wb.JLUG.2008
KF303500=WB69. 3a.DEU.wb.JLUG.2008
FJ705359=wbGER27. 3c.DEU.BB.wb.FIRA.CG.2006
JX880204=He_Uy3. 3l.URY.hum.2010
JX880205=He_Uy4. 3l.URY.hum.2010
JX880206=He_Uy10. 3l.URY.hum.2010
JX880207=He_Uy11. 3l.URY.hum.2010
JX880208=He_Uy15. 3l.URY.hum.2010
JX880209=He_Uy7. 3l.URY.hum.2010
JX880210=He_Uy8. 3l.URY.hum.2010
JX880211=He_Uy3. 3l.URY.hum.2010
JX880212=He_Uy4. 3l.URY.hum.2010
JX880213=He_Uy4. 3l.URY.hum.2010
JX880214=He_Uy8. 3l.URY.hum.2010
JX880215=He_Uy10. 3l.URY.hum.2010
JX880216=He_Uy11. 3l.URY.hum.2010
JX880217=He_Uy13. 3l.URY.hum.2010
JX880218=He_Uy14. 3l.URY.hum.2010
JX880219=He_Uy15. 3l.URY.hum.2010
JX880220=He_Uy12. 3l.URY.hum.2010
KC012631=Yaounde56. 3h.CMR.pig.ITM.2012
KC012632=Yaounde94. 3h.CMR.pig.ITM.2012
KC012633=Bamenda41. 3h.CMR.pig.ITM.2012
KC012634=Yaounde96. 3h.CMR.pig.ITM.2012
KC012635=Yaounde94. 3h.CMR.pig.ITM.2012
AB222182=wbJSG1. 3b.JPN.Saga.wb.CG.2003
AB222183=wbJTS1. 3b.JPN.Tokushima.wb.CG.2004
KC166968=TLS09. 3f.FRA.Toulouse.hum.CG.2005
KC166969=TLS09. 3f.FRA.Toulouse.hum.CG.2006
KC166970=TLS09. 3f.FRA.Toulouse.hum.CG.2007
KC166971=TLS09. 3f.FRA.Toulouse.hum.CG.2008
AB222184=wbJYG1. 3b.JPN.Yamaguchi.wb.CG.2005
KC294199=. .DNK.rat
KC465990-6001(greater bandicoot and Asian musk rat)=. .rat
KC473527=. .CHN.musk
KC473528=. .CHN.musk
KC473529=. .CHN.musk
KC473530=. .CHN.rat
KC473531=. .CHN.musk
KC477203=. .GBR
KC477204=. .GBR
KC477205=. .GBR
KC492825=CH-YT-HEV02. .CHN.hum.CG.2011
GU188851=WH09. 4c.CHN.pig.CG.2009
KC618403=47832. 3c.DEU.hum.FIRA.CG
KC692369-70(fox)=. .fox
KC692453=CH-YT-sHEV01. .CHN.Shandong.pig.CG.2011
KC802090=. .mink
KC802091-3(mink)=. .mink
JQ807481=WS05-09. 3i.DEU.MV,Ovp.wb.FLI.2009
KC911859=TR6. 3.FRA.Toulouse.hum.2006
KC911860=TR6. 3.FRA.Toulouse.hum.2006
KC911861=TR6. 3.FRA.Toulouse.hum.2006
KC911862=TR6. 3.FRA.Toulouse.hum.2006
KC911863=TR6. 3.FRA.Toulouse.hum.2006
KC911864=TR6. 3.FRA.Toulouse.hum.2006
KC911865=TR6. 3.FRA.Toulouse.hum.2006
KC911866=TR6. 3.FRA.Toulouse.hum.2006
KC911867=TR6. 3.FRA.Toulouse.hum.2006
KC911868=TR6. 3.FRA.Toulouse.hum.2006
KC911869=TR6. 3.FRA.Toulouse.hum.2006
KC911870=TR6. 3.FRA.Toulouse.hum.2006
KC911871=TR6. 3.FRA.Toulouse.hum.2006
KC911872=TR6. 3.FRA.Toulouse.hum.2006
KC911873=TR6. 3.FRA.Toulouse.hum.2006
KC911874=TR6. 3.FRA.Toulouse.hum.2006
KC911875=TR6. 3.FRA.Toulouse.hum.2006
KC911876=TR6. 3.FRA.Toulouse.hum.2006
KC911877=TR6. 3.FRA.Toulouse.hum.2006
JQ807482=WS05-09. 3i.DEU.MV,Ovp.wb.FLI.2009
KC911879=TR18. 3.FRA.Toulouse.hum.2007
KC911880=TR18. 3.FRA.Toulouse.hum.2007
KC911881=TR18. 3.FRA.Toulouse.hum.2007
KC911882=TR18. 3.FRA.Toulouse.hum.2007
KC911883=TR18. 3.FRA.Toulouse.hum.2007
KC911884=TR18. 3.FRA.Toulouse.hum.2007
KC911885=TR18. 3.FRA.Toulouse.hum.2007
KC911886=TR18. 3.FRA.Toulouse.hum.2007
KC911887=TR18. 3.FRA.Toulouse.hum.2007
KC911888=TR18. 3.FRA.Toulouse.hum.2007
KC911889=TR18. 3.FRA.Toulouse.hum.2007
KC911890=TR18. 3.FRA.Toulouse.hum.2007
KC911891=TR18. 3.FRA.Toulouse.hum.2007
KC911892=TR18. 3.FRA.Toulouse.hum.2007
KC911893=TR18. 3.FRA.Toulouse.hum.2007
KC911894=TR18. 3.FRA.Toulouse.hum.2007
KC911895=TR18. 3.FRA.Toulouse.hum.2007
KC911896=TR18. 3.FRA.Toulouse.hum.2007
KC911897=TR18. 3.FRA.Toulouse.hum.2007
KC911898=TR12. 3.FRA.Toulouse.hum.2006
KC911899=TR12. 3.FRA.Toulouse.hum.2006
KC911900=TR12. 3.FRA.Toulouse.hum.2006
KC911901=TR12. 3.FRA.Toulouse.hum.2006
KC911902=TR12. 3.FRA.Toulouse.hum.2006
JQ807483=WS05-09. 3i.DEU.MV,Ovp.wb.FLI.2009
KC911904=TR12. 3.FRA.Toulouse.hum.2006
KC911905=TR12. 3.FRA.Toulouse.hum.2006
KC911906=TR12. 3.FRA.Toulouse.hum.2006
KC911907=TR12. 3.FRA.Toulouse.hum.2006
KC911908=TR12. 3.FRA.Toulouse.hum.2006
KC911909=TR12. 3.FRA.Toulouse.hum.2006
KC911910=TR12. 3.FRA.Toulouse.hum.2006
KC911911=TR12. 3.FRA.Toulouse.hum.2006
KC911912=TR12. 3.FRA.Toulouse.hum.2006
KC911913=TR12. 3.FRA.Toulouse.hum.2006
KC911914=TR12. 3.FRA.Toulouse.hum.2006
KC911915=TR12. 3.FRA.Toulouse.hum.2006
KC911916=TR12. 3.FRA.Toulouse.hum.2006
KC911917=TR12. 3.FRA.Toulouse.hum.2006
JQ807493=WS08-009. 3i.DEU.BW,SIG.wb.FLI.2008
KC911919=TR11. 3.FRA.Toulouse.hum.2005
KC911920=TR11. 3.FRA.Toulouse.hum.2005
KC911921=TR11. 3.FRA.Toulouse.hum.2005
KC911922=TR11. 3.FRA.Toulouse.hum.2005
KC911923=TR11. 3.FRA.Toulouse.hum.2005
KC911924=TR11. 3.FRA.Toulouse.hum.2005
KC911925=TR11. 3.FRA.Toulouse.hum.2005
KC911926=TR11. 3.FRA.Toulouse.hum.2005
KC911927=TR11. 3.FRA.Toulouse.hum.2005
KC911928=TR11. 3.FRA.Toulouse.hum.2005
KC911929=TR11. 3.FRA.Toulouse.hum.2005
KC911930=TR11. 3.FRA.Toulouse.hum.2005
KC911931=TR11. 3.FRA.Toulouse.hum.2005
KC911932=TR11. 3.FRA.Toulouse.hum.2005
KC911933=TR11. 3.FRA.Toulouse.hum.2005
KC911934=TR11. 3.FRA.Toulouse.hum.2005
KC911935=TR11. 3.FRA.Toulouse.hum.2005
KC911936=TR11. 3.FRA.Toulouse.hum.2005
KC911937=TR11. 3.FRA.Toulouse.hum.2005
JQ807494=WS08-009. 3i.DEU.BW,SIG.wb.FLI.2008
KC911939=. .FRA.Toulouse.hum
KC911940=. .FRA.Toulouse.hum
KC911941=. .FRA.Toulouse.hum
KC911942=. .FRA.Toulouse.hum
KC911943=. .FRA.Toulouse.hum
KC911944=. .FRA.Toulouse.hum
KC911945=. .FRA.Toulouse.hum
KC911946=. .FRA.Toulouse.hum
KC911947=. .FRA.Toulouse.hum
KC911948=. .FRA.Toulouse.hum
KC911949=. .FRA.Toulouse.hum
KC911950=. .FRA.Toulouse.hum
KC911951=. .FRA.Toulouse.hum
KC911952=. .FRA.Toulouse.hum
KC911953=. .FRA.Toulouse.hum
KC911954=. .FRA.Toulouse.hum
KC911955=. .FRA.Toulouse.hum
KC911956=. .FRA.Toulouse.hum
KC911957=. .FRA.Toulouse.hum
HE797858=WS08-009. 3i.DEU.BW,SIG.wb.FLI.2008
KC911959=TR8. 3.FRA.Toulouse.hum
KC911960=TR8. 3.FRA.Toulouse.hum
KC911961=TR8. 3.FRA.Toulouse.hum
KC911962=TR8. 3.FRA.Toulouse.hum
KC911963=TR8. 3.FRA.Toulouse.hum
KC911964=TR8. 3.FRA.Toulouse.hum
KC911965=TR8. 3.FRA.Toulouse.hum
KC911966=TR8. 3.FRA.Toulouse.hum
KC911967=TR8. 3.FRA.Toulouse.hum
KC911968=TR8. 3.FRA.Toulouse.hum
KC911969=TR8. 3.FRA.Toulouse.hum
KC911970=TR8. 3.FRA.Toulouse.hum
KC911971=TR8. 3.FRA.Toulouse.hum
KC911972=TR8. 3.FRA.Toulouse.hum
KC911973=TR8. 3.FRA.Toulouse.hum
KC911974=TR8. 3.FRA.Toulouse.hum
KC911975=TR8. 3.FRA.Toulouse.hum
KC911976=TR8. 3.FRA.Toulouse.hum
KC911977=TR8. 3.FRA.Toulouse.hum
JQ807495=WS08-012. 3c.DEU.BW,SIG.wb.FLI.2008
KC911979=. 3.FRA.Toulouse.hum
KC911980=. 3.FRA.Toulouse.hum
KC911981=. 3.FRA.Toulouse.hum
KC911982=. 3.FRA.Toulouse.hum
KC911983=. 3.FRA.Toulouse.hum
KC911984=. 3.FRA.Toulouse.hum
KC911985=. 3.FRA.Toulouse.hum
KC911986=. 3.FRA.Toulouse.hum
KC911987=. 3.FRA.Toulouse.hum
KC911988=. 3.FRA.Toulouse.hum
KC911989=. 3.FRA.Toulouse.hum
KC911990=. 3.FRA.Toulouse.hum
KC911991=. 3.FRA.Toulouse.hum
KC911992=. 3.FRA.Toulouse.hum
KC911993=. 3.FRA.Toulouse.hum
KC911994=. 3.FRA.Toulouse.hum
KC911995=. 3.FRA.Toulouse.hum
KC911996=. 3.FRA.Toulouse.hum
KC911997=. 3.FRA.Toulouse.hum
JQ807497=WS08-012. 3c.DEU.BW,SIG.wb.FLI.2008
KC911999=. 3.FRA.Toulouse.hum
KC912000=. 3.FRA.Toulouse.hum
KC912001=. 3.FRA.Toulouse.hum
KC912002=. 3.FRA.Toulouse.hum
KC912003=. 3.FRA.Toulouse.hum
KC912004=. 3.FRA.Toulouse.hum
KC912005=. 3.FRA.Toulouse.hum
KC912006=. 3.FRA.Toulouse.hum
KC912007=. 3.FRA.Toulouse.hum
KC912008=. 3.FRA.Toulouse.hum
KC912009=. 3.FRA.Toulouse.hum
KC912010=. 3.FRA.Toulouse.hum
KC912011=. 3.FRA.Toulouse.hum
KC912012=. 3.FRA.Toulouse.hum
KC912013=. 3.FRA.Toulouse.hum
KC912014=. 3.FRA.Toulouse.hum
KC912015=. 3.FRA.Toulouse.hum
KC912016=. 3.FRA.Toulouse.hum
KC912017=. 3.FRA.Toulouse.hum
JQ807496=WS08-012. 3c.DEU.BW,SIG.wb.FLI.2008
KC912019=. 3.FRA.Toulouse.hum
KC912020=. 3.FRA.Toulouse.hum
KC912021=. 3.FRA.Toulouse.hum
KC912022=. 3.FRA.Toulouse.hum
KC912023=. 3.FRA.Toulouse.hum
KC912024=. 3.FRA.Toulouse.hum
KC912025=. 3.FRA.Toulouse.hum
KC912026=. 3.FRA.Toulouse.hum
KC912027=. 3.FRA.Toulouse.hum
KC912028=. 3.FRA.Toulouse.hum
KC912029=. 3.FRA.Toulouse.hum
KC912030=. 3.FRA.Toulouse.hum
KC912031=. 3.FRA.Toulouse.hum
KC912032=. 3.FRA.Toulouse.hum
KC912033=. 3.FRA.Toulouse.hum
KC912034=. 3.FRA.Toulouse.hum
KC912035=. 3.FRA.Toulouse.hum
KC912036=. 3.FRA.Toulouse.hum
KC912037=. 3.FRA.Toulouse.hum
HE797859=WS08-012. 3c.DEU.BW,SIG.wb.FLI.2008
KC912039=. 3.FRA.Toulouse.hum
KC912040=. 3.FRA.Toulouse.hum
KC912041=. 3.FRA.Toulouse.hum
KC912042=. 3.FRA.Toulouse.hum
KC912043=. 3.FRA.Toulouse.hum
KC912044=. 3.FRA.Toulouse.hum
KC912045=. 3.FRA.Toulouse.hum
KC912046=. 3.FRA.Toulouse.hum
KC912047=. 3.FRA.Toulouse.hum
KC912048=. 3.FRA.Toulouse.hum
KC912049=. 3.FRA.Toulouse.hum
KC912050=. 3.FRA.Toulouse.hum
KC912051=. 3.FRA.Toulouse.hum
KC912052=. 3.FRA.Toulouse.hum
KC912053=. 3.FRA.Toulouse.hum
KC912054=. 3.FRA.Toulouse.hum
KC912055=. 3.FRA.Toulouse.hum
KC912056=. 3.FRA.Toulouse.hum
KC912057=TR23. 3.FRA.Toulouse.hum
JQ807499=WS08-020. 3i.DEU.BW,SIG.wb.FLI.2008
KC912059=. 3.FRA.Toulouse.hum
KC912060=. 3.FRA.Toulouse.hum
KC912061=. 3.FRA.Toulouse.hum
KC912062=. 3.FRA.Toulouse.hum
KC912063=. 3.FRA.Toulouse.hum
KC912064=. 3.FRA.Toulouse.hum
KC912065=. 3.FRA.Toulouse.hum
KC912066=. 3.FRA.Toulouse.hum
KC912067=. 3.FRA.Toulouse.hum
KC912068=. 3.FRA.Toulouse.hum
KC912069=. 3.FRA.Toulouse.hum
KC912070=. 3.FRA.Toulouse.hum
KC912071=. 3.FRA.Toulouse.hum
KC912072=. 3.FRA.Toulouse.hum
KC912073=. 3.FRA.Toulouse.hum
KC912074=. 3.FRA.Toulouse.hum
KC912075=. 3.FRA.Toulouse.hum
KC912076=. 3.FRA.Toulouse.hum
KC912077=. 3.FRA.Toulouse.hum
JQ807498=WS08-020. 3i.DEU.BW,SIG.wb.FLI.2008
KC912079=. 3.FRA.Toulouse.hum
KC912080=. 3.FRA.Toulouse.hum
KC912081=. 3.FRA.Toulouse.hum
KC912082=. 3.FRA.Toulouse.hum
KC912083=. 3.FRA.Toulouse.hum
KC912084=. 3.FRA.Toulouse.hum
KC912085=. 3.FRA.Toulouse.hum
KC912086=. 3.FRA.Toulouse.hum
KC912087=. 3.FRA.Toulouse.hum
KC912088=. 3.FRA.Toulouse.hum
KC912089=. 3.FRA.Toulouse.hum
KC912090=. 3.FRA.Toulouse.hum
KC912091=. 3.FRA.Toulouse.hum
KC912092=. 3.FRA.Toulouse.hum
KC912093=. 3.FRA.Toulouse.hum
KC912094=. 3.FRA.Toulouse.hum
KC912095=. 3.FRA.Toulouse.hum
KC912096=. 3.FRA.Toulouse.hum
KC912097=. 3.FRA.Toulouse.hum
JQ807500=WS08-020. 3i.DEU.BW,SIG.wb.FLI.2008
KC912099=. 3.FRA.Toulouse.hum
KC912100=. 3.FRA.Toulouse.hum
KC912101=. 3.FRA.Toulouse.hum
KC912102=. 3.FRA.Toulouse.hum
KC912103=. 3.FRA.Toulouse.hum
KC912104=. 3.FRA.Toulouse.hum
KC912105=. 3.FRA.Toulouse.hum
KC912106=. 3.FRA.Toulouse.hum
KC912107=. 3.FRA.Toulouse.hum
KC912108=. 3.FRA.Toulouse.hum
KC912109=. 3.FRA.Toulouse.hum
KC912110=. 3.FRA.Toulouse.hum
KC912111=. 3.FRA.Toulouse.hum
KC912112=. 3.FRA.Toulouse.hum
KC912113=. 3.FRA.Toulouse.hum
KC912114=. 3.FRA.Toulouse.hum
KC912115=. 3.FRA.Toulouse.hum
KC912116=. 3.FRA.Toulouse.hum
KC912117=. 3.FRA.Toulouse.hum
HE797860=WS08-020. 3i.DEU.BW,SIG.wb.FLI.2008
KC912119=. 3.FRA.Toulouse.hum
KC912120=. 3.FRA.Toulouse.hum
KC912121=. 3.FRA.Toulouse.hum
KC912122=. 3.FRA.Toulouse.hum
KC912123=. 3.FRA.Toulouse.hum
KC912124=. 3.FRA.Toulouse.hum
KC912125=. 3.FRA.Toulouse.hum
KC912126=. 3.FRA.Toulouse.hum
KC912127=. 3.FRA.Toulouse.hum
KC912130=. 3.FRA.Toulouse.hum
KC912131=. 3.FRA.Toulouse.hum
KC912132=. 3.FRA.Toulouse.hum
KC912133=. 3.FRA.Toulouse.hum
KC912134=. 3.FRA.Toulouse.hum
KC912135=. 3.FRA.Toulouse.hum
KC912136=TR7. 3.FRA.Toulouse.hum
KC912137=TR7. 3.FRA.Toulouse.hum
KF176351=CHN-SD-sHEV. 4d.CHN.pig.CG.2011
KF211430=3100-7. 3c.DEU.pig.FIRA.2011
KF268376-93=. .ferret
KF303484=wb117. 3a.DEU.wb.JLUG.2008
KF303485=wb24. 3c.DEU.wb.JLUG.2008
KF303486=wb22. 3i.DEU.wb.JLUG.2008
KF303487=wb34. 3c.DEU.wb.JLUG.2008
KF303488=wb91. 3i.DEU.wb.JLUG.2008
KF303489=wb75. 3i.DEU.wb.JLUG.2008
KF303490=wb76. 3i.DEU.wb.JLUG.2008
KF303491=wb119. 3i.DEU.wb.JLUG.2008
KF303492=wb52. 3i.DEU.wb.JLUG.2008
KF303493=wb104. 3i.DEU.wb.JLUG.2008
KF303494=wb25. 3i.DEU.wb.JLUG.2008
KF303495=wb118. 3i.DEU.wb.JLUG.2008
KF303496=wb121. 3a.DEU.wb.JLUG.2008
KF303497=WB120. 3a.DEU.wb.JLUG.2008
KF303498=WB124. 3a.DEU.wb.JLUG.2008
JQ807502=WS08-031. 3i.DEU.BW,SIG.wb.FLI.2008
JQ807501=WS08-031. 3i.DEU.BW,SIG.wb.FLI.2008
JQ807503=WS08-031. 3i.DEU.BW,SIG.wb.FLI.2008
HE797861=WS08-031. 3i.DEU.BW,SIG.wb.FLI.2008
KF373757=51-12. 3.DEU.hum.FIRA.2010
KF511797=. .CHN.TWN.avian
KF513595=HEV_EW100. 3e.GBR.hum.2006
KF513596=HEV_EW101. 3e.GBR.hum.2006
KF513597=HEV_EW102. 3e.GBR.hum.2006
KF513598=HEV_EW103. 3e.GBR.hum.2006
KF513599=HEV_EW104. 3e.GBR.hum.2006
KF513600=HEV_EW105. 3e.GBR.hum.2006
KF513601=HEV_EW106. 3f.GBR.hum.2006
KF513602=HEV_EW107. 3e.GBR.hum.2006
KF513603=HEV_EW108. 3e.GBR.hum.2006
KF513604=HEV_EW109. 3e.GBR.hum.2006
KF513605=HEV_EW10. 3e.GBR.hum.2004
KF513606=HEV_EW110. 3e.GBR.hum.2006
KF513607=HEV_EW111. 3e.GBR.hum.2006
KF513608=HEV_EW112. 3f.GBR.hum.2006
KF513609=HEV_EW113. 3f.GBR.hum.2006
KF513610=HEV_EW114. 3e.GBR.hum.2006
KF513611=HEV_EW115. 3e.GBR.hum.2006
KF513612=HEV_EW116. 3e.GBR.hum.2006
KF513613=HEV_EW117. 3e.GBR.hum.2006
KF513614=HEV_EW118. 3f.GBR.hum.2006
KF513615=HEV_EW119. 3e.GBR.hum.2006
KF513616=HEV_EW11. 3e.GBR.hum.2004
KF513617=HEV_EW120. 3e.GBR.hum.2006
KF513618=HEV_EW121. 3e.GBR.hum.2006
KF513619=HEV_EW122. 3e.GBR.hum.2006
KF513620=HEV_EW123. 3e.GBR.hum.2006
KF513621=HEV_EW124. 3e.GBR.hum.2006
KF513622=HEV_EW125. 3e.GBR.hum.2006
KF513623=HEV_EW126. 3e.GBR.hum.2006
KF513624=HEV_EW127. 3e.GBR.hum.2006
KF513625=HEV_EW128. 3e.GBR.hum.2006
KF513626=HEV_EW129. 3e.GBR.hum.2007
KF513627=HEV_EW12. 3e.GBR.hum.2004
KF513628=HEV_EW130. 3f.GBR.hum.2007
KF513629=HEV_EW131. 3f.GBR.hum.2007
KF513630=HEV_EW132. 3e.GBR.hum.2007
KF513631=HEV_EW133. 3f.GBR.hum.2007
KF513632=HEV_EW134. 3e.GBR.hum.2007
KF513633=HEV_EW135. 3e.GBR.hum.2007
KF513634=HEV_EW136. 3e.GBR.hum.2007
KF513635=HEV_EW137. 3e.GBR.hum.2006
KF513636=HEV_EW138. 3f.GBR.hum.2007
KF513637=HEV_EW139. 3c.GBR.hum.2007
KF513638=HEV_EW13. 3e.GBR.hum.2004
KF513639=HEV_EW140. 3e.GBR.hum.2007
